Time,AE Data,EC Data,Mech Data,Output
0.0,6.0190209819782525e-05,0.9999999999999999,0.3125916819696504,anodic
0.00022644927536231884,6.951782756002789e-05,0.5486767110308397,0.31406443046696664,anodic
0.00045289855072463763,5.989249651253896e-05,0.3913131841288033,0.3187155042433339,anodic
0.0006793478260869565,5.834260348542852e-05,0.3142556892398995,0.32274546291483835,anodic
0.0009057971014492754,6.035208117488274e-05,0.2710552746305326,0.3252318005804617,anodic
0.0011322463768115942,5.9084156651185166e-05,0.24004616179347793,0.3283477394495666,anodic
0.0013586956521739132,6.160426711906243e-05,0.21800206486526558,0.3177936653521824,anodic
0.001585144927536232,6.697779119535006e-05,0.20187169972162206,0.3181890167651602,anodic
0.0018115942028985507,5.8925949272742697e-05,0.18985207282195946,0.32182984941485593,anodic
0.0020380434782608695,5.750846600317937e-05,0.17969735428705202,0.3264214836644969,anodic
0.0022644927536231885,5.970748035313744e-05,0.17105178061947102,0.31681392875436165,anodic
0.002490942028985507,5.9054185402573184e-05,0.16438081005678318,0.30842813133737623,anodic
0.002717391304347826,6.250972378003854e-05,0.1592708798731659,0.3080131620180443,anodic
0.002943840579710145,6.767447447922975e-05,0.16502666827806328,0.3486865707330589,anodic
0.0031702898550724635,5.949527607448108e-05,0.15982623681226277,0.3544478065171384,anodic
0.0033967391304347825,5.850754962995353e-05,0.15543375916027308,0.35760758403126425,anodic
0.0036231884057971015,5.985925876555946e-05,0.15151989369462654,0.3569146020329231,anodic
0.00384963768115942,5.965989714856901e-05,0.14837417027703376,0.35323381431619005,anodic
0.004076086956521739,6.309350823766568e-05,0.14498826045367763,0.34730867558022804,anodic
0.004302536231884058,6.691679417104737e-05,0.14207317935139505,0.3492387581395461,anodic
0.004528985507246377,5.9677975685984566e-05,0.14341967787515542,0.3556012493377946,anodic
0.004755434782608696,5.9464099045908585e-05,0.13817396809263113,0.35955194953087033,anodic
0.004981884057971014,6.113046480088537e-05,0.13614285606908152,0.35902025970298956,anodic
0.005208333333333333,6.019042868778036e-05,0.13361557378188993,0.35418287703674156,anodic
0.005434782608695652,6.375757478426664e-05,0.13209990295278287,0.35755514173807756,anodic
0.005661231884057971,6.716923568628713e-05,0.12996163604684874,0.36516328445789975,anodic
0.00588768115942029,5.9259622724995006e-05,0.12832527313395442,0.3710102097084573,anodic
0.006114130434782609,5.8765595247266934e-05,0.12720188525564863,0.37693461377914056,anodic
0.006340579710144927,6.000793806063127e-05,0.12553757440620977,0.3739223311188711,anodic
0.006567028985507246,5.963443795873515e-05,0.12426387943003843,0.3681640430595004,anodic
0.006793478260869565,6.427463788148109e-05,0.1230070855346995,0.36330495353581255,anodic
0.007019927536231884,6.794575203955185e-05,0.12200879982577106,0.36573257653684754,anodic
0.007246376811594203,5.965857945307422e-05,0.12113055995455638,0.37335590384481515,anodic
0.007472826086956522,5.934130785319503e-05,0.11990544590647717,0.3753497388852062,anodic
0.007699275362318841,6.1022440491633986e-05,0.11914969357336117,0.37383199211353957,anodic
0.00792572463768116,5.9988541827720896e-05,0.11822961956531619,0.3683283857943857,anodic
0.00815217391304348,6.487421425105242e-05,0.11747241420715471,0.364107894226438,anodic
0.008378623188405798,6.62901288436176e-05,0.11665174998963522,0.36615414477040875,anodic
0.008605072463768116,6.239548602996984e-05,0.11585258559632039,0.3720334717449422,anodic
0.008831521739130436,5.876212632268685e-05,0.11516011033985456,0.3759805768131957,anodic
0.009057971014492754,6.278041277330777e-05,0.11447960048827559,0.3751316540001238,anodic
0.009284420289855074,6.210412957432886e-05,0.11381713172502055,0.36813289456356413,anodic
0.009510869565217392,6.620955906108341e-05,0.11324540977276162,0.36515266299886256,anodic
0.009737318840579712,6.953330972989586e-05,0.11265918222631824,0.3656909773919802,anodic
0.00996376811594203,6.183010690207615e-05,0.11194538053572657,0.3715844339551747,anodic
0.010190217391304348,5.96818265982194e-05,0.11159154143609867,0.3771923258596856,anodic
0.010416666666666668,6.258190118673501e-05,0.11095806454758288,0.37372448818160864,anodic
0.010643115942028986,6.20345832229897e-05,0.11050299039697631,0.36937823959615734,anodic
0.010869565217391306,6.629188522600377e-05,0.11005617032881249,0.36342215370695513,anodic
0.011096014492753624,6.778648556370599e-05,0.10944563724652763,0.3649821515469518,anodic
0.011322463768115944,6.280316041732171e-05,0.10929789297823714,0.3731393416281592,anodic
0.011548913043478262,5.9675636062559584e-05,0.10868621351585703,0.37609738579093277,anodic
0.01177536231884058,6.294653586449503e-05,0.10830142979174268,0.3747197084569658,anodic
0.0120018115942029,6.201873118682338e-05,0.10799662514191771,0.3678883884463349,anodic
0.012228260869565218,6.750295943844203e-05,0.10757338306020614,0.36337661763604495,anodic
0.012454710144927538,6.942385630811513e-05,0.10717494066531351,0.3666782996055328,anodic
0.012681159420289856,6.29541996662737e-05,0.1067670496886404,0.3719130447479817,anodic
0.012907608695652174,5.846639436143158e-05,0.1065894276541226,0.37585805375583903,anodic
0.013134057971014494,6.269880688626104e-05,0.10614815426019819,0.3734457461842595,anodic
0.013360507246376812,6.31530632156546e-05,0.10583244718024254,0.3669358925632282,anodic
0.013586956521739132,6.823701559265373e-05,0.10548396413040131,0.36406643235862723,anodic
0.01381340579710145,6.956175258070809e-05,0.10515912085828162,0.36568013434106594,anodic
0.01403985507246377,6.432959320956949e-05,0.10496207013959039,0.37194234581234864,anodic
0.014266304347826088,5.956069262784164e-05,0.10461504391534118,0.3759576759634258,anodic
0.014492753623188406,6.302955893930757e-05,0.10441444231182233,0.3727596126184098,anodic
0.014719202898550726,6.381878216604232e-05,0.10411590656382287,0.3684944642677717,anodic
0.014945652173913044,6.842108038907913e-05,0.10376228308562216,0.3627619547074162,anodic
0.015172101449275364,6.974069046012966e-05,0.10349556611743069,0.3654330165830013,anodic
0.015398550724637682,6.456967543729417e-05,0.10332154482018385,0.3721786020801958,anodic
0.015625,5.953320200623947e-05,0.10307699429057467,0.3752358876223412,anodic
0.015851449275362316,6.278638754575957e-05,0.10289331815151152,0.3746218205604175,anodic
0.016077898550724636,6.396197452450545e-05,0.10275026879325211,0.3671717331610901,anodic
0.016304347826086956,6.871025327149041e-05,0.1024059981290263,0.3626613845606924,anodic
0.016530797101449276,6.98993730173509e-05,0.10226013683232348,0.36549469020927094,anodic
0.016757246376811592,6.378987240638443e-05,0.10200329331971532,0.3717428592238709,anodic
0.016983695652173912,5.898972301568897e-05,0.10183173403428862,0.3773249187129807,anodic
0.017210144927536232,6.269408711518519e-05,0.10162499144773443,0.37344917571345115,anodic
0.01743659420289855,6.3111998771073e-05,0.10131222316938389,0.3669211600351254,anodic
0.017663043478260868,6.910965531499514e-05,0.10118985728803488,0.3632728448794317,anodic
0.017889492753623188,6.974001288763767e-05,0.10087817892849921,0.365596443264964,anodic
0.018115942028985508,6.369213715260859e-05,0.10080451660087492,0.3736633479409793,anodic
0.018342391304347824,5.950174921187662e-05,0.10057920724661708,0.3761342440086647,anodic
0.018568840579710144,6.365714348378847e-05,0.10038821702824248,0.373280206914888,anodic
0.018795289855072464,6.454702202325773e-05,0.10031924022898575,0.36719678240619946,anodic
0.01902173913043478,6.946273516675228e-05,0.10005874607241719,0.36309894639627127,anodic
0.0192481884057971,6.938250224321236e-05,0.10003037571521378,0.36741139283558333,anodic
0.01947463768115942,6.459667787488131e-05,0.09979800707944494,0.37294999991622513,anodic
0.01970108695652174,5.995902385390304e-05,0.09959484913877058,0.37554184670101615,anodic
0.019927536231884056,6.363676946451105e-05,0.09951516510566408,0.37526671561096947,anodic
0.020153985507246376,6.381035442830048e-05,0.09935120272982188,0.36736667884000235,anodic
0.020380434782608696,6.858548355970116e-05,0.09925261108104148,0.3646230643223792,anodic
0.020606884057971012,6.917360150733024e-05,0.09906555197965605,0.36589545811522955,anodic
0.020833333333333332,6.595409980336326e-05,0.09899625415483843,0.37262074126474487,anodic
0.021059782608695652,6.0122806023625846e-05,0.09882681934637745,0.3778745852876401,anodic
0.021286231884057972,6.485102621466016e-05,0.09866131793877328,0.373382128567504,anodic
0.021512681159420288,6.457495306709385e-05,0.09857153165678563,0.36827372293155836,anodic
0.021739130434782608,6.989614368058732e-05,0.09836466063258577,0.3623981538419787,anodic
0.021965579710144928,6.969539909526019e-05,0.09826747606533676,0.3655657524085591,anodic
0.022192028985507244,6.477186418424717e-05,0.09822435206642272,0.3742171985253215,anodic
0.022418478260869564,5.945246858714981e-05,0.09811574773698038,0.3758796285697019,anodic
0.022644927536231884,6.277516995672566e-05,0.09794627055653468,0.37470657517112116,anodic
0.022871376811594204,6.442332740055486e-05,0.09781607982161519,0.36716028520611627,anodic
0.02309782608695652,7.062545105012037e-05,0.09765460697232271,0.3631906995661376,anodic
0.02332427536231884,7.106378471521981e-05,0.09748689469482023,0.36670843021770155,anodic
0.02355072463768116,6.466672649684115e-05,0.09747271083580715,0.3728241256339411,anodic
0.023777173913043476,6.008919731267789e-05,0.09731750364691871,0.3758896285768782,anodic
0.024003623188405796,6.475421344355356e-05,0.09730123839576336,0.37346270129012815,anodic
0.024230072463768116,6.369329778532772e-05,0.09713905995974201,0.3674982581027156,anodic
0.024456521739130432,6.936260500960388e-05,0.09705456794454236,0.3640215172028083,anodic
0.024682971014492752,6.918056386675813e-05,0.09696856292836983,0.36785914102689077,anodic
0.024909420289855072,6.358351393965981e-05,0.09680762123702004,0.3729367264157948,anodic
0.025135869565217392,5.88844808210335e-05,0.09680414951362182,0.3769207519623738,anodic
0.02536231884057971,6.277464295589858e-05,0.0966542420773005,0.37395743434430195,anodic
0.025588768115942028,6.358229497346098e-05,0.09667023272931233,0.3691935499219407,anodic
0.025815217391304348,6.971299791437506e-05,0.09658880759852749,0.36406175093789306,anodic
0.026041666666666664,6.940213044068435e-05,0.09661183565500824,0.36648204552657143,anodic
0.026268115942028984,6.400129788846887e-05,0.09654493953578781,0.3740232854648924,anodic
0.026494565217391304,6.037118346529151e-05,0.09650463614538521,0.37723132456206376,anodic
0.026721014492753624,6.471343367930644e-05,0.09648575483577684,0.3755665228221834,anodic
0.02694746376811594,6.316823728790748e-05,0.09625539365829106,0.3675137682961332,anodic
0.02717391304347826,6.988127371130384e-05,0.09616514943072417,0.36424037979343826,anodic
0.02740036231884058,6.852971784529352e-05,0.09604257850908673,0.366869928660809,anodic
0.027626811594202896,6.549216036373972e-05,0.09599891866174452,0.37564428552512186,anodic
0.027853260869565216,5.9266293567686326e-05,0.0958484034307968,0.3787257612412855,anodic
0.028079710144927536,6.327842972187096e-05,0.09575354462196822,0.3744008135084385,anodic
0.028306159420289856,6.363355848573423e-05,0.09562516994275651,0.3669778286563589,anodic
0.028532608695652172,7.034341321982424e-05,0.09562440055972829,0.3629619603274469,anodic
0.028759057971014492,6.892861936604592e-05,0.09562539476247255,0.36699441455808707,anodic
0.028985507246376812,6.483069903990071e-05,0.09539402881805387,0.3748532404312327,anodic
0.02921195652173913,5.873231499194913e-05,0.09523044150816598,0.3767922754353651,anodic
0.029438405797101448,6.389941329258813e-05,0.09512106399674403,0.373066359593851,anodic
0.029664855072463768,6.330175048439744e-05,0.0950612827437761,0.3670270937545816,anodic
0.029891304347826088,7.124156224423123e-05,0.09498442992546338,0.36332880184862726,anodic
0.030117753623188404,6.886820294795459e-05,0.09488687593116082,0.36834293271132346,anodic
0.030344202898550724,6.463142354568234e-05,0.09479558519058079,0.37337788528466337,anodic
0.030570652173913044,5.947201335286226e-05,0.09473419895352336,0.37692141557587844,anodic
0.03079710144927536,6.38755334404383e-05,0.09466156765985442,0.3734895352463479,anodic
0.03102355072463768,6.411676962525051e-05,0.09459256598644053,0.36711639372945304,anodic
0.03125,7.087072416222261e-05,0.09449824033009449,0.36424469799328657,anodic
0.03147644927536232,6.903473520931719e-05,0.09449174617422784,0.3672134089916091,anodic
0.03170289855072464,6.337367503678498e-05,0.09441094342053405,0.3738998368794456,anodic
0.03192934782608695,5.9023533735419584e-05,0.0944339748918055,0.37802577952944977,anodic
0.03215579710144927,6.319857747838176e-05,0.09426411898045631,0.3733878061488401,anodic
0.03238224637681159,6.389543516700459e-05,0.09426273748360518,0.36856722394364866,anodic
0.03260869565217391,7.0922602743643e-05,0.09412717956250916,0.36330265525774524,anodic
0.03283514492753623,6.867818150686995e-05,0.09404330307345111,0.3667113682976211,anodic
0.03306159420289855,6.475143471191981e-05,0.09405452944658668,0.37397604927769384,anodic
0.03328804347826087,5.9974009989041e-05,0.09393760292109582,0.37647277417614666,anodic
0.033514492753623185,6.488127709547049e-05,0.09396338442957693,0.37473667827765045,anodic
0.033740942028985504,6.254645159776563e-05,0.0938543649901721,0.3665330722796167,anodic
0.033967391304347824,7.029554704523019e-05,0.0938477540353695,0.36372426682183795,anodic
0.034193840579710144,6.773068562846541e-05,0.09376586093119545,0.368136535335228,anodic
0.034420289855072464,6.354084490408655e-05,0.09370924269164657,0.3739037668012682,anodic
0.034646739130434784,6.008031173467493e-05,0.09368984688720658,0.3779243888775705,anodic
0.034873188405797104,6.37500525213145e-05,0.09356765993121637,0.37337460397288286,anodic
0.03509963768115942,6.438854940549664e-05,0.09350354640496826,0.3659382111193495,anodic
0.035326086956521736,7.081283599994197e-05,0.09347007820077521,0.3644415062529992,anodic
0.035552536231884056,6.869210938587179e-05,0.09340729917164592,0.366920213947342,anodic
0.035778985507246376,6.427390175334166e-05,0.09333909414509632,0.37380579369457934,anodic
0.036005434782608696,6.058257976249768e-05,0.09328465758197702,0.3767238434047548,anodic
0.036231884057971016,6.464441599359165e-05,0.09325859271191114,0.3726663185100665,anodic
0.036458333333333336,6.304002551525807e-05,0.09322051465697685,0.3677408626973598,anodic
0.03668478260869565,6.913800054969424e-05,0.09314679486311973,0.36275939811816554,anodic
0.03691123188405797,6.848597863555393e-05,0.09309155024428031,0.36673724000934155,anodic
0.03713768115942029,6.386071637471274e-05,0.09306752364043702,0.373558667650288,anodic
0.03736413043478261,6.0626135869657144e-05,0.09304220668852249,0.37644019711729915,anodic
0.03759057971014493,6.604581237552118e-05,0.09294512081060696,0.3745674801503524,anodic
0.03781702898550725,6.382480503263771e-05,0.09290024645073473,0.36621960107915136,anodic
0.03804347826086957,7.07826586499349e-05,0.09283441687281106,0.3629489512483203,anodic
0.03826992753623188,6.81251153187527e-05,0.09282968665364986,0.36681075787281625,anodic
0.0384963768115942,6.355533547497679e-05,0.09273994050421547,0.37371757721165677,anodic
0.03872282608695652,5.96059747347026e-05,0.09272088640107227,0.3777383052574145,anodic
0.03894927536231884,6.586221818285469e-05,0.09264997114581654,0.3735493451023407,anodic
0.03917572463768116,6.312502322008554e-05,0.09254992844993531,0.36298850845018815,anodic
0.03940217391304348,7.090534896963547e-05,0.09257377936687888,0.36180605805913657,anodic
0.0396286231884058,6.758322435982757e-05,0.09248408183761163,0.36615850183815796,anodic
